"id","age_months","age_years","stim_set","highest_count","knower_level","knower_level_cp_subset","trial","magnitude","set_chosen","count","correction_after_prompt","final_count","set_asked","n_bunnies","n_lions","trial_ratio","correct_set_chosen","target_count","correct_count","correct_set_chosen_or_correct_count","correct_count_when_correct_set_chosen","count_error","correct_count_approx"
"58b8f755-1f1a-4dd7-a4fa-f4cdd76a83a8",45,3,6,9,"4","subset",3,"small",NA,4,NA,4,"bunny",3,1,"1-3",0,3,0,0,0,1,1
"58b8f755-1f1a-4dd7-a4fa-f4cdd76a83a8",45,3,6,9,"4","subset",4,"large",NA,4,NA,4,"bunny",6,7,"6-7",0,6,0,0,0,-2,0
"58b8f755-1f1a-4dd7-a4fa-f4cdd76a83a8",45,3,6,9,"4","subset",5,"small",NA,3,NA,3,"lion",3,2,"2-3",0,2,0,0,0,1,1
"58b8f755-1f1a-4dd7-a4fa-f4cdd76a83a8",45,3,6,9,"4","subset",6,"large",NA,5,NA,5,"bunny",7,5,"5-7",0,7,0,0,0,-2,0
"2c970f82-fde3-45f3-b420-2f82a2bbc74c",56,4,3,12,"CP","CP",1,"small","lion",3,NA,3,"lion",2,3,"2-3",1,3,1,1,1,0,1
"2c970f82-fde3-45f3-b420-2f82a2bbc74c",56,4,3,12,"CP","CP",2,"small","bunny",1,NA,1,"bunny",1,3,"1-3",1,1,1,1,1,0,1
"2c970f82-fde3-45f3-b420-2f82a2bbc74c",56,4,3,12,"CP","CP",3,"large","lion",7,NA,7,"lion",5,7,"5-7",1,7,1,1,1,0,1
"2c970f82-fde3-45f3-b420-2f82a2bbc74c",56,4,3,12,"CP","CP",4,"large","bunny",8,NA,8,"bunny",8,5,"5-8",1,8,1,1,1,0,1
"2c970f82-fde3-45f3-b420-2f82a2bbc74c",56,4,3,12,"CP","CP",5,"small","lion",1,NA,1,"lion",2,1,"1-2",1,1,1,1,1,0,1
"2c970f82-fde3-45f3-b420-2f82a2bbc74c",56,4,3,12,"CP","CP",6,"large","bunny",6,NA,6,"bunny",6,7,"6-7",1,6,1,1,1,0,1
"2b19958f-d0d2-4692-a611-2146a5b93e7e",50,4,5,2,"CP","CP",1,"small","lion",1,NA,1,"lion",3,1,"1-3",1,1,1,1,1,0,1
"2b19958f-d0d2-4692-a611-2146a5b93e7e",50,4,5,2,"CP","CP",2,"small","bunny",2,NA,2,"lion",2,1,"1-2",0,1,0,0,0,1,1
"2b19958f-d0d2-4692-a611-2146a5b93e7e",50,4,5,2,"CP","CP",3,"large","bunny",7,NA,7,"bunny",7,6,"6-7",1,7,1,1,1,0,1
"2b19958f-d0d2-4692-a611-2146a5b93e7e",50,4,5,2,"CP","CP",4,"small","lion",3,NA,3,"lion",2,3,"2-3",1,3,1,1,1,0,1
"2b19958f-d0d2-4692-a611-2146a5b93e7e",50,4,5,2,"CP","CP",5,"large","bunny",5,NA,5,"bunny",5,8,"5-8",1,5,1,1,1,0,1
"2b19958f-d0d2-4692-a611-2146a5b93e7e",50,4,5,2,"CP","CP",6,"large","bunny",7,NA,7,"bunny",7,5,"5-7",1,7,1,1,1,0,1
"68aa095a-feea-4dc2-b495-4dc55331dd28",43,3,3,7,"2","subset",1,"small",NA,6,5,5,"lion",2,3,"2-3",0,3,0,0,0,2,0
"68aa095a-feea-4dc2-b495-4dc55331dd28",43,3,3,7,"2","subset",2,"small",NA,4,3,3,"bunny",1,3,"1-3",0,1,0,0,0,2,0
"68aa095a-feea-4dc2-b495-4dc55331dd28",43,3,3,7,"2","subset",3,"large",NA,5,7,7,"lion",5,7,"5-7",0,7,1,1,0,0,1
"68aa095a-feea-4dc2-b495-4dc55331dd28",43,3,3,7,"2","subset",4,"large",NA,3,5,5,"bunny",8,5,"5-8",0,8,0,0,0,-3,0
"68aa095a-feea-4dc2-b495-4dc55331dd28",43,3,3,7,"2","subset",5,"small",NA,1,NA,1,"lion",2,1,"1-2",0,1,1,1,0,0,1
"68aa095a-feea-4dc2-b495-4dc55331dd28",43,3,3,7,"2","subset",6,"large",NA,4,NA,4,"bunny",6,7,"6-7",0,6,0,0,0,-2,0
"92daa03d-26c0-4b1e-a4bc-ab6d444fb910",60,5,6,10,"4","subset",1,"large","lion",6,5,5,"lion",8,5,"5-8",1,5,1,1,1,0,1
"92daa03d-26c0-4b1e-a4bc-ab6d444fb910",60,5,6,10,"4","subset",2,"small","lion",2,NA,2,"lion",1,2,"1-2",1,2,1,1,1,0,1
"92daa03d-26c0-4b1e-a4bc-ab6d444fb910",60,5,6,10,"4","subset",3,"small","bunny",3,NA,3,"bunny",3,1,"1-3",1,3,1,1,1,0,1
"92daa03d-26c0-4b1e-a4bc-ab6d444fb910",60,5,6,10,"4","subset",4,"large","bunny",6,NA,6,"bunny",6,7,"6-7",1,6,1,1,1,0,1
"92daa03d-26c0-4b1e-a4bc-ab6d444fb910",60,5,6,10,"4","subset",5,"small","lion",2,NA,2,"lion",3,2,"2-3",1,2,1,1,1,0,1
"92daa03d-26c0-4b1e-a4bc-ab6d444fb910",60,5,6,10,"4","subset",6,"large","bunny",7,NA,7,"bunny",7,5,"5-7",1,7,1,1,1,0,1
"1408d7e1-f24e-4b6e-97a7-f0d90a047918",70,5,1,29,"CP","CP",1,"small",NA,1,NA,1,"lion",3,1,"1-3",0,1,1,1,0,0,1
"1408d7e1-f24e-4b6e-97a7-f0d90a047918",70,5,1,29,"CP","CP",2,"large","lion",7,NA,7,"lion",5,7,"5-7",1,7,1,1,1,0,1
"1408d7e1-f24e-4b6e-97a7-f0d90a047918",70,5,1,29,"CP","CP",3,"large","bunny",6,NA,6,"bunny",6,7,"6-7",1,6,1,1,1,0,1
"1408d7e1-f24e-4b6e-97a7-f0d90a047918",70,5,1,29,"CP","CP",4,"small","bunny",2,NA,2,"bunny",2,3,"2-3",1,2,1,1,1,0,1
"1408d7e1-f24e-4b6e-97a7-f0d90a047918",70,5,1,29,"CP","CP",5,"small","lion",2,NA,2,"lion",1,2,"1-2",1,2,1,1,1,0,1
"1408d7e1-f24e-4b6e-97a7-f0d90a047918",70,5,1,29,"CP","CP",6,"large","bunny",8,NA,8,"bunny",8,5,"5-8",1,8,1,1,1,0,1
"9d6d4e33-0189-401f-a8ec-86fd20e17d6c",60,5,6,13,"CP","CP",1,"large","lion",5,NA,5,"lion",8,5,"5-8",1,5,1,1,1,0,1
"9d6d4e33-0189-401f-a8ec-86fd20e17d6c",60,5,6,13,"CP","CP",2,"small","lion",2,NA,2,"lion",1,2,"1-2",1,2,1,1,1,0,1
"9d6d4e33-0189-401f-a8ec-86fd20e17d6c",60,5,6,13,"CP","CP",3,"small","bunny",3,NA,3,"bunny",3,1,"1-3",1,3,1,1,1,0,1
"9d6d4e33-0189-401f-a8ec-86fd20e17d6c",60,5,6,13,"CP","CP",4,"large","bunny",5,6,6,"bunny",6,7,"6-7",1,6,1,1,1,0,1
"9d6d4e33-0189-401f-a8ec-86fd20e17d6c",60,5,6,13,"CP","CP",5,"small","lion",2,NA,2,"lion",3,2,"2-3",1,2,1,1,1,0,1
"9d6d4e33-0189-401f-a8ec-86fd20e17d6c",60,5,6,13,"CP","CP",6,"large","bunny",7,NA,7,"bunny",7,5,"5-7",1,7,1,1,1,0,1
"39a10834-25d8-4137-8665-0e1ebe5fd9ba",59,4,1,59,"CP","CP",1,"small","lion",1,NA,1,"lion",3,1,"1-3",1,1,1,1,1,0,1
"39a10834-25d8-4137-8665-0e1ebe5fd9ba",59,4,1,59,"CP","CP",2,"large","lion",7,NA,7,"lion",5,7,"5-7",1,7,1,1,1,0,1
"39a10834-25d8-4137-8665-0e1ebe5fd9ba",59,4,1,59,"CP","CP",3,"large","bunny",6,NA,6,"bunny",6,7,"6-7",1,6,1,1,1,0,1
"39a10834-25d8-4137-8665-0e1ebe5fd9ba",59,4,1,59,"CP","CP",4,"small","bunny",2,NA,2,"bunny",2,3,"2-3",1,2,1,1,1,0,1
"39a10834-25d8-4137-8665-0e1ebe5fd9ba",59,4,1,59,"CP","CP",5,"small","lion",2,NA,2,"lion",1,2,"1-2",1,2,1,1,1,0,1
"39a10834-25d8-4137-8665-0e1ebe5fd9ba",59,4,1,59,"CP","CP",6,"large","bunny",8,NA,8,"bunny",8,5,"5-8",1,8,1,1,1,0,1
"a5ec5d6b-cd1c-46d3-8d8d-f2dcac0b9817",49,4,2,14,"CP","CP",1,"large","lion",7,NA,7,"lion",6,7,"6-7",1,7,1,1,1,0,1
"a5ec5d6b-cd1c-46d3-8d8d-f2dcac0b9817",49,4,2,14,"CP","CP",2,"small","bunny",1,NA,1,"bunny",1,2,"1-2",1,1,1,1,1,0,1
"a5ec5d6b-cd1c-46d3-8d8d-f2dcac0b9817",49,4,2,14,"CP","CP",3,"large","bunny",6,7,7,"bunny",7,5,"5-7",1,7,1,1,1,0,1
"a5ec5d6b-cd1c-46d3-8d8d-f2dcac0b9817",49,4,2,14,"CP","CP",4,"small","lion",1,NA,1,"lion",3,1,"1-3",1,1,1,1,1,0,1
"a5ec5d6b-cd1c-46d3-8d8d-f2dcac0b9817",49,4,2,14,"CP","CP",5,"large","bunny",5,NA,5,"bunny",5,8,"5-8",1,5,1,1,1,0,1
"a5ec5d6b-cd1c-46d3-8d8d-f2dcac0b9817",49,4,2,14,"CP","CP",6,"small","bunny",2,NA,2,"lion",2,3,"2-3",0,3,0,0,0,-1,1
"ae7fa0c3-48e0-4d53-b7e1-340f4ab9eb90",49,4,2,2,"1","subset",1,"large",NA,3,NA,3,"lion",6,7,"6-7",0,7,0,0,0,-4,0
"ae7fa0c3-48e0-4d53-b7e1-340f4ab9eb90",49,4,2,2,"1","subset",2,"small",NA,3,NA,3,"bunny",1,2,"1-2",0,1,0,0,0,2,0
"ae7fa0c3-48e0-4d53-b7e1-340f4ab9eb90",49,4,2,2,"1","subset",3,"large","bunny",4,3,3,"bunny",7,5,"5-7",1,7,0,1,0,-4,0
"ae7fa0c3-48e0-4d53-b7e1-340f4ab9eb90",49,4,2,2,"1","subset",4,"small",NA,3,1,1,"lion",3,1,"1-3",0,1,1,1,0,0,1
"ae7fa0c3-48e0-4d53-b7e1-340f4ab9eb90",49,4,2,2,"1","subset",5,"large",NA,3,NA,3,"bunny",5,8,"5-8",0,5,0,0,0,-2,0
"ae7fa0c3-48e0-4d53-b7e1-340f4ab9eb90",49,4,2,2,"1","subset",6,"small",NA,3,NA,3,"lion",2,3,"2-3",0,3,1,1,0,0,1
"85c7bfd8-9a89-40d8-94d5-f9d67002af5f",41,3,2,12,"CP","CP",1,"large",NA,10,NA,10,"lion",6,7,"6-7",0,7,0,0,0,3,0
"85c7bfd8-9a89-40d8-94d5-f9d67002af5f",41,3,2,12,"CP","CP",2,"small",NA,NA,NA,NA,"bunny",1,2,"1-2",0,1,0,0,0,NA,0
"85c7bfd8-9a89-40d8-94d5-f9d67002af5f",41,3,2,12,"CP","CP",3,"large",NA,10,NA,10,"bunny",7,5,"5-7",0,7,0,0,0,3,0
"85c7bfd8-9a89-40d8-94d5-f9d67002af5f",41,3,2,12,"CP","CP",4,"small",NA,10,NA,10,"lion",3,1,"1-3",0,1,0,0,0,9,0
"85c7bfd8-9a89-40d8-94d5-f9d67002af5f",41,3,2,12,"CP","CP",5,"large",NA,10,NA,10,"bunny",5,8,"5-8",0,5,0,0,0,5,0
"85c7bfd8-9a89-40d8-94d5-f9d67002af5f",41,3,2,12,"CP","CP",6,"small",NA,10,2,2,"lion",2,3,"2-3",0,3,0,0,0,-1,1
"90610b86-672e-4272-8145-30d7d8765db2",57,4,2,49,"CP","CP",1,"large","lion",8,7,7,"lion",6,7,"6-7",1,7,1,1,1,0,1
"90610b86-672e-4272-8145-30d7d8765db2",57,4,2,49,"CP","CP",2,"small","bunny",1,NA,1,"bunny",1,2,"1-2",1,1,1,1,1,0,1
"90610b86-672e-4272-8145-30d7d8765db2",57,4,2,49,"CP","CP",3,"large","bunny",5,NA,5,"bunny",7,5,"5-7",1,7,0,1,0,-2,0
"90610b86-672e-4272-8145-30d7d8765db2",57,4,2,49,"CP","CP",4,"small","lion",1,NA,1,"lion",3,1,"1-3",1,1,1,1,1,0,1
"90610b86-672e-4272-8145-30d7d8765db2",57,4,2,49,"CP","CP",5,"large","bunny",5,NA,5,"bunny",5,8,"5-8",1,5,1,1,1,0,1
"90610b86-672e-4272-8145-30d7d8765db2",57,4,2,49,"CP","CP",6,"small","lion",3,NA,3,"lion",2,3,"2-3",1,3,1,1,1,0,1
"91a7cb06-38b9-4171-af4c-70938e5385da",62,5,3,14,"4","subset",1,"small","lion",3,NA,3,"lion",2,3,"2-3",1,3,1,1,1,0,1
"91a7cb06-38b9-4171-af4c-70938e5385da",62,5,3,14,"4","subset",2,"small","bunny",1,NA,1,"bunny",1,3,"1-3",1,1,1,1,1,0,1
"91a7cb06-38b9-4171-af4c-70938e5385da",62,5,3,14,"4","subset",3,"large","lion",5,7,7,"lion",5,7,"5-7",1,7,1,1,1,0,1
"91a7cb06-38b9-4171-af4c-70938e5385da",62,5,3,14,"4","subset",4,"large","bunny",6,8,8,"bunny",8,5,"5-8",1,8,1,1,1,0,1
"91a7cb06-38b9-4171-af4c-70938e5385da",62,5,3,14,"4","subset",5,"small","lion",1,NA,1,"lion",2,1,"1-2",1,1,1,1,1,0,1
"91a7cb06-38b9-4171-af4c-70938e5385da",62,5,3,14,"4","subset",6,"large","lion",5,7,7,"bunny",6,7,"6-7",0,6,0,0,0,1,1
"07dc0307-6117-4a8c-8689-d2ca6baee275",61,5,4,100,"CP","CP",1,"large","bunny",5,NA,5,"bunny",5,8,"5-8",1,5,1,1,1,0,1
"07dc0307-6117-4a8c-8689-d2ca6baee275",61,5,4,100,"CP","CP",2,"large","lion",7,NA,7,"lion",6,7,"6-7",1,7,1,1,1,0,1
"07dc0307-6117-4a8c-8689-d2ca6baee275",61,5,4,100,"CP","CP",3,"small","lion",2,NA,2,"lion",1,2,"1-2",1,2,1,1,1,0,1
"07dc0307-6117-4a8c-8689-d2ca6baee275",61,5,4,100,"CP","CP",4,"large","bunny",7,NA,7,"bunny",7,5,"5-7",1,7,1,1,1,0,1
"07dc0307-6117-4a8c-8689-d2ca6baee275",61,5,4,100,"CP","CP",5,"small",NA,NA,NA,NA,"lion",3,2,"2-3",0,2,0,0,0,NA,0
"07dc0307-6117-4a8c-8689-d2ca6baee275",61,5,4,100,"CP","CP",6,"small","bunny",3,NA,3,"bunny",3,1,"1-3",1,3,1,1,1,0,1
"dfdd5f33-0618-404d-b422-ec6f3bb1ed70",53,4,1,29,"CP","CP",1,"small","lion",1,NA,1,"lion",3,1,"1-3",1,1,1,1,1,0,1
"dfdd5f33-0618-404d-b422-ec6f3bb1ed70",53,4,1,29,"CP","CP",2,"large","lion",7,NA,7,"lion",5,7,"5-7",1,7,1,1,1,0,1
"dfdd5f33-0618-404d-b422-ec6f3bb1ed70",53,4,1,29,"CP","CP",3,"large","bunny",6,NA,6,"bunny",6,7,"6-7",1,6,1,1,1,0,1
"dfdd5f33-0618-404d-b422-ec6f3bb1ed70",53,4,1,29,"CP","CP",4,"small","bunny",2,NA,2,"bunny",2,3,"2-3",1,2,1,1,1,0,1
"dfdd5f33-0618-404d-b422-ec6f3bb1ed70",53,4,1,29,"CP","CP",5,"small","lion",2,NA,2,"lion",1,2,"1-2",1,2,1,1,1,0,1
"dfdd5f33-0618-404d-b422-ec6f3bb1ed70",53,4,1,29,"CP","CP",6,"large","lion",5,NA,5,"bunny",8,5,"5-8",0,8,0,0,0,-3,0
"046da44d-4263-408e-9dca-45cc31e63429",53,4,2,12,"CP","CP",1,"large","lion",7,NA,7,"lion",6,7,"6-7",1,7,1,1,1,0,1
"046da44d-4263-408e-9dca-45cc31e63429",53,4,2,12,"CP","CP",2,"small","bunny",1,NA,1,"bunny",1,2,"1-2",1,1,1,1,1,0,1
"046da44d-4263-408e-9dca-45cc31e63429",53,4,2,12,"CP","CP",3,"large","lion",7,NA,7,"bunny",7,5,"5-7",0,7,1,1,0,0,1
"046da44d-4263-408e-9dca-45cc31e63429",53,4,2,12,"CP","CP",4,"small","lion",3,1,1,"lion",3,1,"1-3",1,1,1,1,1,0,1
"046da44d-4263-408e-9dca-45cc31e63429",53,4,2,12,"CP","CP",5,"large","bunny",5,NA,5,"bunny",5,8,"5-8",1,5,1,1,1,0,1
"046da44d-4263-408e-9dca-45cc31e63429",53,4,2,12,"CP","CP",6,"small","lion",3,NA,3,"lion",2,3,"2-3",1,3,1,1,1,0,1
"fba9e708-2413-423b-841d-c12a0551b9e3",36,3,3,100,"CP","CP",1,"small","lion",3,NA,3,"lion",2,3,"2-3",1,3,1,1,1,0,1
"fba9e708-2413-423b-841d-c12a0551b9e3",36,3,3,100,"CP","CP",2,"small","bunny",1,NA,1,"bunny",1,3,"1-3",1,1,1,1,1,0,1
"fba9e708-2413-423b-841d-c12a0551b9e3",36,3,3,100,"CP","CP",3,"large","lion",7,NA,7,"lion",5,7,"5-7",1,7,1,1,1,0,1
"fba9e708-2413-423b-841d-c12a0551b9e3",36,3,3,100,"CP","CP",4,"large","bunny",8,NA,8,"bunny",8,5,"5-8",1,8,1,1,1,0,1
"fba9e708-2413-423b-841d-c12a0551b9e3",36,3,3,100,"CP","CP",5,"small","lion",1,NA,1,"lion",2,1,"1-2",1,1,1,1,1,0,1
"fba9e708-2413-423b-841d-c12a0551b9e3",36,3,3,100,"CP","CP",6,"large","bunny",6,NA,6,"bunny",6,7,"6-7",1,6,1,1,1,0,1
"750c0af7-941f-4cd0-b62b-84b6b0d209e2",39,3,1,3,"3","subset",1,"small",NA,NA,NA,NA,"lion",3,1,"1-3",0,1,0,0,0,NA,0
"750c0af7-941f-4cd0-b62b-84b6b0d209e2",39,3,1,3,"3","subset",2,"large",NA,5,NA,5,"lion",5,7,"5-7",0,7,0,0,0,-2,0
"750c0af7-941f-4cd0-b62b-84b6b0d209e2",39,3,1,3,"3","subset",3,"large",NA,NA,NA,NA,"bunny",6,7,"6-7",0,6,0,0,0,NA,0
"750c0af7-941f-4cd0-b62b-84b6b0d209e2",39,3,1,3,"3","subset",4,"small",NA,5,NA,5,"bunny",2,3,"2-3",0,2,0,0,0,3,0
"750c0af7-941f-4cd0-b62b-84b6b0d209e2",39,3,1,3,"3","subset",5,"small",NA,5,NA,5,"lion",1,2,"1-2",0,2,0,0,0,3,0
"750c0af7-941f-4cd0-b62b-84b6b0d209e2",39,3,1,3,"3","subset",6,"large",NA,NA,NA,NA,"bunny",8,5,"5-8",0,8,0,0,0,NA,0
"7df99b83-7a0d-4997-883b-63f9aab27a47",67,5,4,39,"CP","CP",1,"large","bunny",3,5,5,"bunny",5,8,"5-8",1,5,1,1,1,0,1
"7df99b83-7a0d-4997-883b-63f9aab27a47",67,5,4,39,"CP","CP",2,"large","lion",4,10,10,"lion",6,7,"6-7",1,7,0,1,0,3,0
"7df99b83-7a0d-4997-883b-63f9aab27a47",67,5,4,39,"CP","CP",3,"small","lion",2,NA,2,"lion",1,2,"1-2",1,2,1,1,1,0,1
"7df99b83-7a0d-4997-883b-63f9aab27a47",67,5,4,39,"CP","CP",4,"large","bunny",10,7,7,"bunny",7,5,"5-7",1,7,1,1,1,0,1
"7df99b83-7a0d-4997-883b-63f9aab27a47",67,5,4,39,"CP","CP",5,"small","lion",2,NA,2,"lion",3,2,"2-3",1,2,1,1,1,0,1
"7df99b83-7a0d-4997-883b-63f9aab27a47",67,5,4,39,"CP","CP",6,"small","bunny",3,NA,3,"bunny",3,1,"1-3",1,3,1,1,1,0,1
"dd8473ad-fef7-4067-9bbb-5f407124eea8",71,5,5,48,"CP","CP",1,"small","bunny",4,3,3,"lion",3,1,"1-3",0,1,0,0,0,2,0
"dd8473ad-fef7-4067-9bbb-5f407124eea8",71,5,5,48,"CP","CP",2,"small","lion",1,NA,1,"lion",2,1,"1-2",1,1,1,1,1,0,1
"dd8473ad-fef7-4067-9bbb-5f407124eea8",71,5,5,48,"CP","CP",3,"large",NA,NA,NA,NA,"bunny",7,6,"6-7",0,7,0,0,0,NA,0
"dd8473ad-fef7-4067-9bbb-5f407124eea8",71,5,5,48,"CP","CP",4,"small","lion",3,NA,3,"lion",2,3,"2-3",1,3,1,1,1,0,1
"dd8473ad-fef7-4067-9bbb-5f407124eea8",71,5,5,48,"CP","CP",5,"large","bunny",5,NA,5,"bunny",5,8,"5-8",1,5,1,1,1,0,1
"dd8473ad-fef7-4067-9bbb-5f407124eea8",71,5,5,48,"CP","CP",6,"large","lion",6,NA,6,"bunny",7,5,"5-7",0,7,0,0,0,-1,1
"b3599181-d622-47cc-b49a-c2f8978a4e5f",54,4,6,15,"CP","CP",1,"large","lion",5,NA,5,"lion",8,5,"5-8",1,5,1,1,1,0,1
"b3599181-d622-47cc-b49a-c2f8978a4e5f",54,4,6,15,"CP","CP",2,"small","lion",2,NA,2,"lion",1,2,"1-2",1,2,1,1,1,0,1
"b3599181-d622-47cc-b49a-c2f8978a4e5f",54,4,6,15,"CP","CP",3,"small","bunny",3,NA,3,"bunny",3,1,"1-3",1,3,1,1,1,0,1
"b3599181-d622-47cc-b49a-c2f8978a4e5f",54,4,6,15,"CP","CP",4,"large","bunny",6,NA,6,"bunny",6,7,"6-7",1,6,1,1,1,0,1
"b3599181-d622-47cc-b49a-c2f8978a4e5f",54,4,6,15,"CP","CP",5,"small","lion",2,NA,2,"lion",3,2,"2-3",1,2,1,1,1,0,1
"b3599181-d622-47cc-b49a-c2f8978a4e5f",54,4,6,15,"CP","CP",6,"large","bunny",7,NA,7,"bunny",7,5,"5-7",1,7,1,1,1,0,1
"d29faf5d-0661-4fc2-9ec0-1916e78a7953",62,5,3,79,"CP","CP",1,"small","lion",3,NA,3,"lion",2,3,"2-3",1,3,1,1,1,0,1
"d29faf5d-0661-4fc2-9ec0-1916e78a7953",62,5,3,79,"CP","CP",2,"small","bunny",1,NA,1,"bunny",1,3,"1-3",1,1,1,1,1,0,1
"d29faf5d-0661-4fc2-9ec0-1916e78a7953",62,5,3,79,"CP","CP",3,"large","lion",7,NA,7,"lion",5,7,"5-7",1,7,1,1,1,0,1
"d29faf5d-0661-4fc2-9ec0-1916e78a7953",62,5,3,79,"CP","CP",4,"large","bunny",8,NA,8,"bunny",8,5,"5-8",1,8,1,1,1,0,1
"d29faf5d-0661-4fc2-9ec0-1916e78a7953",62,5,3,79,"CP","CP",5,"small","lion",1,NA,1,"lion",2,1,"1-2",1,1,1,1,1,0,1
"d29faf5d-0661-4fc2-9ec0-1916e78a7953",62,5,3,79,"CP","CP",6,"large","bunny",6,NA,6,"bunny",6,7,"6-7",1,6,1,1,1,0,1
"1b2517f9-37f5-46dd-a90d-def9e8a3f6d7",28,2,3,NA,"3","subset",1,"small",NA,2,NA,2,"lion",2,3,"2-3",0,3,0,0,0,-1,1
"1b2517f9-37f5-46dd-a90d-def9e8a3f6d7",28,2,3,NA,"3","subset",2,"small",NA,1,NA,1,"bunny",1,3,"1-3",0,1,1,1,0,0,1
"1b2517f9-37f5-46dd-a90d-def9e8a3f6d7",28,2,3,NA,"3","subset",3,"large",NA,5,NA,5,"lion",5,7,"5-7",0,7,0,0,0,-2,0
"1b2517f9-37f5-46dd-a90d-def9e8a3f6d7",28,2,3,NA,"3","subset",4,"large",NA,4,NA,4,"bunny",8,5,"5-8",0,8,0,0,0,-4,0
"1b2517f9-37f5-46dd-a90d-def9e8a3f6d7",28,2,3,NA,"3","subset",5,"small",NA,4,NA,4,"lion",2,1,"1-2",0,1,0,0,0,3,0
"1b2517f9-37f5-46dd-a90d-def9e8a3f6d7",28,2,3,NA,"3","subset",6,"large",NA,7,NA,7,"bunny",6,7,"6-7",0,6,0,0,0,1,1
